party_id,party_type,display_name,legal_name,given_name,family_name,birth_date,email,created_ts,updated_ts
beb4aa76-f17e-4423-9d02-71e863553769,PERSON,Manon Visser,Manon Visser,Manon,Visser,1998-09-14,manon_visser@xs4all.nl,2020-03-21T18:24:30,2026-04-01T11:05:50.381183
95db4108-bf5e-404c-91f8-fdce0759c1db,ORG,Dijkstra Food,Dijkstra Food,,,,info@dijkstrafood.nl,2026-08-21T18:42:01,2026-04-01T11:05:50.381253
8abc5555-03ea-4152-a59c-094cf8d65c4b,PERSON,Sam de Vries,Sam de Vries,Sam,de Vries,1966-06-02,s.vries@zonnet.nl,2020-10-08T20:02:48,2026-04-01T11:05:50.381326
2579f7be-bcf9-4705-8215-838d772901fe,PERSON,Finn van de Ven,Finn van de Ven,Finn,van de Ven,1974-04-16,finn.ven@live.nl,2026-06-16T21:58:24,2026-04-01T11:05:50.381399
fc56eeb6-9e08-4dbb-b6b4-773d68b825d4,PERSON,Geertruida van Veen,Geertruida van Veen,Geertruida,van Veen,1990-04-12,geertruida_veen@tele2.nl,2021-03-08T13:23:40,2026-04-01T11:05:50.381477
8dcbee97-c6e9-4117-b250-a7768996f5cf,PERSON,Nicole Mulder,Nicole Mulder,Nicole,Mulder,1987-12-29,nicolemulr@hetnet.nl,2026-05-23T19:42:24,2026-04-01T11:05:50.381554
649dc2f6-60f8-40b7-b9b9-77be4ebc825d,ORG,Evers Energy N.V.,Evers Energy N.V.,,,,info@eversenergynv.nl,2020-03-11T02:18:14,2026-04-01T11:05:50.381621
2aa56c3d-23ba-401d-8c71-01a2cb35b230,ORG,Gerritsen Energy N.V.,Gerritsen Energy N.V.,,,,info@gerritsenenergynv.nl,2026-08-11T16:38:18,2026-04-01T11:05:50.381683
92d029a4-0005-495a-8f96-b540eac1e811,ORG,Postma Retail,Postma Retail,,,,info@postmaretail.nl,2025-05-10T03:52:04,2026-04-01T11:05:50.381745
4a91835a-a6cd-45cd-86ab-bd76f0a94258,PERSON,Chantal van Wijk,Chantal van Wijk,Chantal,van Wijk,1973-09-12,chantal_wijk@home.nl,2026-05-18T19:03:39,2026-04-01T11:05:50.381813
02938172-6bea-4739-abc1-c6c8fe5db544,PERSON,Jayden van Beek,Jayden van Beek,Jayden,van Beek,1952-09-08,jayden_beek@home.nl,2022-08-14T08:50:50,2026-04-01T11:05:50.381881
07330d71-1f48-4e7e-9815-4a8a856ac27f,PERSON,Sara Franssen,Sara Franssen,Sara,Franssen,1970-09-22,sara_franssen@home.nl,2025-08-11T17:31:28,2026-04-01T11:05:50.381948
445bf209-f8a6-453f-87c2-f18c7f45ec6b,PERSON,Sam van der Horst,Sam van der Horst,Sam,van der Horst,1998-10-25,samrhorst@chello.nl,2024-11-20T20:52:31,2026-04-01T11:05:50.382017
b95c4398-6077-42de-a850-c0c245f1a651,PERSON,Eva Kuijpers,Eva Kuijpers,Eva,Kuijpers,1994-12-24,kuijpers.eva@msn.nl,2025-03-07T13:03:12,2026-04-01T11:05:50.382082
4c330a48-0815-4a42-a63f-8f2d98e45e24,PERSON,Wouter van der Pol,Wouter van der Pol,Wouter,van der Pol,1954-08-31,wouter_rpol@gmail.com,2022-07-09T03:29:07,2026-04-01T11:05:50.382155
761c97f3-7eba-4a52-9b9d-a47bf2ccc3e8,PERSON,Dirk Schouten,Dirk Schouten,Dirk,Schouten,1970-04-09,dirk44@casema.nl,2020-01-11T09:46:19,2026-04-01T11:05:50.382221
b270cfe2-fcda-4587-873b-12e822e8cdff,PERSON,Kim van Loon,Kim van Loon,Kim,van Loon,1988-09-25,loon.kim@hotmail.nl,2024-04-10T12:42:50,2026-04-01T11:05:50.382297
9379b0db-0f79-422a-9195-d2007589d12a,PERSON,Adrianus Postma,Adrianus Postma,Adrianus,Postma,1981-12-17,adrianus44@hetnet.nl,2020-11-24T10:54:43,2026-04-01T11:05:50.382365
481168b4-c959-4ed8-988b-7aa10b11353d,PERSON,Vincent Dijkstra,Vincent Dijkstra,Vincent,Dijkstra,1975-05-28,vincent.dijkstra@home.nl,2020-08-17T09:22:23,2026-04-01T11:05:50.382435
f92e6e2c-b6d0-454e-955d-29d403950de1,PERSON,Wendy van den Broek,Wendy van den Broek,Wendy,van den Broek,2007-02-03,w.nbroek@gmail.com,2026-02-16T05:04:28,2026-04-01T11:05:50.382500
b8d92ebe-ee7b-4efd-959a-d2124df307bd,PERSON,Elisabeth Vink,Elisabeth Vink,Elisabeth,Vink,1997-01-27,elisabeth.vink@upcmail.nl,2020-07-19T19:47:31,2026-04-01T11:05:50.382566
73ea1684-6c95-4753-ad73-9e3674da98fc,PERSON,Michelle van Dijk,Michelle van Dijk,Michelle,van Dijk,1958-02-03,dijk.michelle@wxs.nl,2021-01-04T09:20:47,2026-04-01T11:05:50.382635
7aaafa0c-c68b-4c5c-a0f6-31b2721b9020,PERSON,Adriana Dekker,Adriana Dekker,Adriana,Dekker,2006-10-21,kker.adriana@planet.nl,2024-06-15T17:23:05,2026-04-01T11:05:50.382707
d4aa7ba7-b20a-40ac-903c-c3e911de92c2,ORG,Construction nieuwe VOF,Construction nieuwe VOF,,,,info@constructionnieuwevo.nl,2024-07-30T03:08:02,2026-04-01T11:05:50.382771
464b1a10-bf1e-4eb1-a197-92af00f14653,PERSON,Julia van der Zee,Julia van der Zee,Julia,van der Zee,1949-03-28,j.rzee@freeler.nl,2024-02-26T06:28:28,2026-04-01T11:05:50.382845
badca646-6e7d-45b9-aeff-3bec32bffaaf,PERSON,Johannes Verhoeven,Johannes Verhoeven,Johannes,Verhoeven,1964-09-17,johannes17@planet.nl,2020-10-08T17:13:37,2026-04-01T11:05:50.382917
32264008-209d-428e-bd77-3de2401d82ce,ORG,Noord Energy N.V.,Noord Energy N.V.,,,,info@noordenergynv.nl,2024-09-20T16:07:47,2026-04-01T11:05:50.382980
6fee778f-17c5-47e1-ad91-e36b77f4a959,ORG,West Food,West Food,,,,info@westfood.nl,2020-11-26T10:38:09,2026-04-01T11:05:50.383042
0c67377a-162e-4767-a7f3-c17c27b092b5,PERSON,Maarten Groen,Maarten Groen,Maarten,Groen,1986-12-27,m.groen@planet.nl,2024-06-21T13:46:06,2026-04-01T11:05:50.383109
47a9136f-8a24-4ac7-b1a4-dfb161ebd051,PERSON,Sara van Loon,Sara van Loon,Sara,van Loon,1950-12-01,sara_loon@quicknet.nl,2023-03-24T19:19:22,2026-04-01T11:05:50.383189
f0316cbe-aada-4acb-87ee-ba1bc83c75c7,PERSON,Jeroen van den Berg,Jeroen van den Berg,Jeroen,van den Berg,1974-01-08,nberg.jeroen@ziggo.nl,2023-10-23T11:00:11,2026-04-01T11:05:50.383261
989c984a-0f94-4339-8aa3-f79329e34e7c,PERSON,Johannes Brouwer,Johannes Brouwer,Johannes,Brouwer,1950-10-07,johannes97@ziggo.nl,2020-11-30T08:28:42,2026-04-01T11:05:50.383329
5813ad87-ea41-4a5b-ad6c-3305f01ef1cc,PERSON,Jan Kok,Jan Kok,Jan,Kok,1969-03-23,jankok@home.nl,2023-03-31T10:07:00,2026-04-01T11:05:50.383398
80cc3653-f21c-4975-baf7-44935c08004c,PERSON,Loes Koopman,Loes Koopman,Loes,Koopman,1982-08-22,loes.koopman@casema.nl,2020-03-26T10:10:51,2026-04-01T11:05:50.383475
4df32f32-4fb4-4ef9-80bf-3a0456352f70,ORG,van Dam Logistics N.V.,van Dam Logistics N.V.,,,,info@vandamlogisticsnv.nl,2022-03-19T05:38:09,2026-04-01T11:05:50.383543
253d5728-c8bc-4eef-aabd-373cb64641b3,ORG,Schouten Healthcare B.V.,Schouten Healthcare B.V.,,,,info@schoutenhealthcarebv.nl,2025-03-06T14:02:03,2026-04-01T11:05:50.383605
4cfa0ca8-883b-445a-9f1c-fce29e53fbd0,PERSON,Patricia van Veen,Patricia van Veen,Patricia,van Veen,1955-08-03,patricia_veen@kpnmail.nl,2023-11-07T22:05:32,2026-04-01T11:05:50.383673
0a787998-2f8b-4aec-a256-530516616969,PERSON,Geertruida Verhoeven,Geertruida Verhoeven,Geertruida,Verhoeven,1980-12-24,verhoeven.geertruida@live.nl,2023-03-09T08:46:54,2026-04-01T11:05:50.383738
c4fa71e2-8cdc-4801-9609-b81199f8840b,PERSON,Lisa Stam,Lisa Stam,Lisa,Stam,2006-06-14,stam.lisa@msn.nl,2024-09-30T16:23:01,2026-04-01T11:05:50.383803
db87d00e-8694-445c-a929-bbb5e51973b3,PERSON,Martijn Cuperus,Martijn Cuperus,Martijn,Cuperus,1960-02-21,martijn_cuperus@kpnmail.nl,2021-10-26T05:53:44,2026-04-01T11:05:50.383872
62894e2b-8eb6-449f-b1b2-8d49fadbecdd,PERSON,Isa Blom,Isa Blom,Isa,Blom,1971-08-01,isa_blom@wxs.nl,2024-04-13T16:33:26,2026-04-01T11:05:50.383939
51e762f5-5f4d-482b-958c-dfbda1bc37d2,PERSON,Maarten Mulder,Maarten Mulder,Maarten,Mulder,1948-09-10,m.mulr@planet.nl,2024-08-26T01:25:32,2026-04-01T11:05:50.384007
c1fc661a-a120-4640-a3d0-496773745a48,PERSON,Sam Groen,Sam Groen,Sam,Groen,1948-01-03,sam.groen@freeler.nl,2022-11-14T06:53:09,2026-04-01T11:05:50.384071
305a727f-5203-4065-b9f7-e83e1a0112e3,PERSON,Hugo Schipper,Hugo Schipper,Hugo,Schipper,1972-06-07,hugoschipper@planet.nl,2024-10-24T00:39:22,2026-04-01T11:05:50.384136
dfbd3f28-276f-433a-8b59-b8a86c2f697b,PERSON,Sandra de Vries,Sandra de Vries,Sandra,de Vries,1967-12-08,s.vries@quicknet.nl,2021-02-28T18:47:48,2026-04-01T11:05:50.384208
d41cd950-268b-4fac-8837-2f5dfec16bdd,ORG,Bakker Logistics VOF,Bakker Logistics VOF,,,,info@bakkerlogisticsvof.nl,2020-05-29T20:12:18,2026-04-01T11:05:50.384270
7ee5eb38-357e-4900-991b-fc1cb553bf20,PERSON,Emma van den Brink,Emma van den Brink,Emma,van den Brink,1962-06-29,emma56@outlook.nl,2026-02-12T09:20:06,2026-04-01T11:05:50.384338
70c9ef6b-171f-4d63-b7cd-7b8e8ef60aab,PERSON,Adrianus Stam,Adrianus Stam,Adrianus,Stam,2007-04-03,adrianus47@upcmail.nl,2021-10-17T00:09:54,2026-04-01T11:05:50.384403
424bde1b-4bd6-4639-856a-5068bd131029,PERSON,Merel Hoekstra,Merel Hoekstra,Merel,Hoekstra,1948-08-17,merel.hoekstra@hetnet.nl,2022-02-01T15:33:24,2026-04-01T11:05:50.384469
0be6342a-2e1b-4c38-b5bf-89ea048079b1,PERSON,Sophie Hoekstra,Sophie Hoekstra,Sophie,Hoekstra,1995-08-24,sophie.hoekstra@quicknet.nl,2026-01-29T09:57:19,2026-04-01T11:05:50.384533
ef012a2c-5ae2-4644-b497-3541564d0a92,PERSON,Martinus Smit,Martinus Smit,Martinus,Smit,1989-03-30,smit.martinus@home.nl,2025-11-23T13:49:26,2026-04-01T11:05:50.384601
a8f6fe6d-b083-4989-bb22-2bfbe0732e01,PERSON,Thomas van der Horst,Thomas van der Horst,Thomas,van der Horst,1960-10-31,thomasrhorst@kpnmail.nl,2023-08-14T22:14:22,2026-04-01T11:05:50.384667
be28e69c-d43e-4b3c-ae6c-71182801c9b5,PERSON,Noah Vink,Noah Vink,Noah,Vink,1976-08-04,noah93@freeler.nl,2026-04-27T01:52:55,2026-04-01T11:05:50.384730
73e6e367-6112-4639-83bc-aacfff4193fb,PERSON,Ellen van der Berg,Ellen van der Berg,Ellen,van der Berg,1960-06-25,ellen.rberg@outlook.nl,2024-12-05T13:30:29,2026-04-01T11:05:50.384796
0d5fdd91-c077-412a-aec6-3c6a94db95d1,PERSON,Petrus Janssen,Petrus Janssen,Petrus,Janssen,1983-10-25,petrus50@home.nl,2022-10-13T05:52:20,2026-04-01T11:05:50.384864
c5db50fb-53f0-4e3a-9ab9-7e2fc9398c0a,PERSON,Johannes van Beek,Johannes van Beek,Johannes,van Beek,2006-08-21,beek.johannes@yahoo.nl,2025-04-11T09:34:00,2026-04-01T11:05:50.384930
1ca6101a-ec4a-4d30-8cdd-73f8aa77e129,PERSON,Sara Hendriks,Sara Hendriks,Sara,Hendriks,1976-09-21,s.hendriks@live.nl,2026-04-03T11:48:09,2026-04-01T11:05:50.384994
9757c1db-4e2a-4aa9-bf43-52ecb9577ea3,PERSON,Ellen van der Spek,Ellen van der Spek,Ellen,van der Spek,1994-01-22,ellen65@tele2.nl,2025-06-29T22:36:19,2026-04-01T11:05:50.385079
531347d2-32df-44aa-bd9d-ced38f53b7f8,PERSON,Johannes de Koning,Johannes de Koning,Johannes,de Koning,2002-09-25,johannes22@yahoo.nl,2026-12-13T12:09:52,2026-04-01T11:05:50.385147
79eeb38b-51f1-444e-9e36-940624c01c80,PERSON,Sander Kok,Sander Kok,Sander,Kok,1989-03-21,kok.sander@zonnet.nl,2025-11-22T12:20:11,2026-04-01T11:05:50.385226
e7313d9e-d681-4d60-9e8a-4952e8070272,PERSON,Esther Kok,Esther Kok,Esther,Kok,1977-08-05,esther_kok@yahoo.nl,2026-04-14T23:17:18,2026-04-01T11:05:50.385292
3dcf3c67-10eb-4248-9f01-29f5259d175e,PERSON,Robert van der Heijden,Robert van der Heijden,Robert,van der Heijden,1958-08-14,r.rheijn@zonnet.nl,2021-03-23T19:47:37,2026-04-01T11:05:50.385356
aad3e751-6115-4b5b-95f9-064cdd7665f4,PERSON,Judith van Haaren,Judith van Haaren,Judith,van Haaren,1975-02-12,j.haaren@xs4all.nl,2023-03-15T20:03:58,2026-04-01T11:05:50.385421
708ecc1f-e148-4bac-80ca-82fca33928e2,PERSON,Cornelia Jansen,Cornelia Jansen,Cornelia,Jansen,1955-12-06,cornelia73@home.nl,2023-10-04T09:29:41,2026-04-01T11:05:50.385562
55aa41b4-6fed-46b9-baf0-3253e52f3b0b,PERSON,Isa Smits,Isa Smits,Isa,Smits,1984-09-02,isa_smits@freeler.nl,2025-10-11T10:05:25,2026-04-01T11:05:50.385636
309d0805-e44c-4a4d-a9bb-e51dbd71bed3,ORG,Visser Media B.V.,Visser Media B.V.,,,,info@vissermediabv.nl,2025-08-20T22:49:19,2026-04-01T11:05:50.385697
ea0b5746-535d-41c8-8e61-4904a93aae78,PERSON,Jacobus Driessen,Jacobus Driessen,Jacobus,Driessen,1978-10-04,driessen.jacobus@chello.nl,2020-11-15T18:07:03,2026-04-01T11:05:50.385807
1ee1a6b4-c4b2-4c97-9b55-85f03bd53c05,PERSON,Lisa Klein,Lisa Klein,Lisa,Klein,1951-06-25,lisa59@casema.nl,2026-04-07T14:43:51,2026-04-01T11:05:50.385882
eaea6d76-eb37-4ad1-b55c-45164042f908,PERSON,Sem Vrolijk,Sem Vrolijk,Sem,Vrolijk,1986-07-17,sem_vrolijk@casema.nl,2024-03-26T12:05:43,2026-04-01T11:05:50.385954
88eb4f13-2851-4c1f-b10f-f929108d97fb,PERSON,Kim van der Veen,Kim van der Veen,Kim,van der Veen,1971-01-12,kimrveen@chello.nl,2022-02-11T23:48:07,2026-04-01T11:05:50.386025
cca7a854-571b-4a6b-9a4a-976d6f8bd653,PERSON,Sem van Veen,Sem van Veen,Sem,van Veen,1997-12-26,veen.sem@home.nl,2023-07-30T18:38:49,2026-04-01T11:05:50.386097
027590eb-3793-4270-9bf8-da7e5dfb7a1c,PERSON,Floor Driessen,Floor Driessen,Floor,Driessen,1982-12-05,floor_driessen@tele2.nl,2021-09-03T09:24:11,2026-04-01T11:05:50.386164
6276ae25-3a16-4c0b-b80b-3b08814b7e94,PERSON,Dennis Vrolijk,Dennis Vrolijk,Dennis,Vrolijk,1954-08-06,d.vrolijk@outlook.nl,2026-01-02T23:53:12,2026-04-01T11:05:50.386230
ec158154-ce7a-4ab5-b7db-5e8684c1e265,PERSON,Thomas Hermans,Thomas Hermans,Thomas,Hermans,1964-08-25,thomas90@planet.nl,2024-06-12T07:35:20,2026-04-01T11:05:50.386298
14ea09a4-0c88-47b7-bc3a-cc90127204da,PERSON,Niels de Haan,Niels de Haan,Niels,de Haan,1995-12-10,n.haan@kpnmail.nl,2026-07-20T18:46:26,2026-04-01T11:05:50.386368
8a97b0e3-cd1a-48be-9f58-5ab9a0b115e9,PERSON,Lieke van Leeuwen,Lieke van Leeuwen,Lieke,van Leeuwen,1994-12-09,liekeleeuwen@zonnet.nl,2020-08-28T16:02:53,2026-04-01T11:05:50.386438
56971f27-6840-4991-975c-fb6911464fb5,PERSON,Denise de Vries,Denise de Vries,Denise,de Vries,1983-03-16,denise69@gmail.com,2020-02-18T00:33:46,2026-04-01T11:05:50.386505
3268c4a9-b062-4869-96d5-2d8ba26a562c,PERSON,Kevin Kuijpers,Kevin Kuijpers,Kevin,Kuijpers,1966-07-25,kevinkuijpers@chello.nl,2023-05-13T21:52:54,2026-04-01T11:05:50.386572
70b025c6-80e2-4448-ae36-c0186ce058a7,PERSON,Patrick Bakker,Patrick Bakker,Patrick,Bakker,1997-02-24,bakker.patrick@planet.nl,2025-05-01T08:02:59,2026-04-01T11:05:50.386637
618de439-45a7-42cf-a15b-f40ac35d85ef,PERSON,Wilma Verhoeven,Wilma Verhoeven,Wilma,Verhoeven,1958-11-09,verhoeven.wilma@upcmail.nl,2020-11-17T16:47:22,2026-04-01T11:05:50.386705
5e9e8cf5-f5dc-41c6-8c1e-9ded26547205,PERSON,Danielle de Graaf,Danielle de Graaf,Danielle,de Graaf,1953-12-28,danielle_graaf@wxs.nl,2026-12-08T09:51:15,2026-04-01T11:05:50.386769
